label,mean,median,variance,max,min,count
request:01JTQQAGHGZ31XKGBEW4BJ42KK cancelled,8270.26723499992,8270.26723499992,,8270.26723499992,8270.26723499992,1
request:01JTQQARM1RVS4C0TNAMGJ2DY2 cancelled,3567.148957000114,3567.148957000114,,3567.148957000114,3567.148957000114,1
request:01JTQQAW3JVXJ2521MR2N1MWMZ cancelled,6571.346110999817,6571.346110999817,,6571.346110999817,6571.346110999817,1
request:01JTQQB2GYCQAMTG40QACYYCVY cancelled,12020.640755000059,12020.640755000059,,12020.640755000059,12020.640755000059,1
request:01JTQQCCS0ABSFJXA0ZZZZNX2F processing,45.87895099999878,45.87895099999878,,45.87895099999878,45.87895099999878,1
request:01JTQQCCS0ABSFJXA0ZZZZNX2F ended,103.63845799999763,103.63845799999763,,103.63845799999763,103.63845799999763,1
request:01JTQQCF2BF49KFG37A0XCT5BN cancelled,4346.038673999999,4346.038673999999,,4346.038673999999,4346.038673999999,1
request:01JTQQD02XS6RXMQT0M2ZZ9Y9E processing,4.789998000000196,4.789998000000196,,4.789998000000196,4.789998000000196,1
request:01JTQQD02XS6RXMQT0M2ZZ9Y9E ended,50.88020099999994,50.88020099999994,,50.88020099999994,50.88020099999994,1
llm.send:chat::NR47S openai/gpt-4o,499.9407399999982,499.9407399999982,,499.9407399999982,499.9407399999982,1
request:01JTQQDBMY3SHR5AJ02NF5ERY3 cancelled,5546.074335000005,5546.074335000005,,5546.074335000005,5546.074335000005,1
request:01JTQQDH28Y93PS0NXSRBYVN2N cancelled,2128.220051000004,2128.220051000004,,2128.220051000004,2128.220051000004,1
request:01JTQQDK4V8A208VTC09BEJ3JV processing,13.625625000000582,13.625625000000582,,13.625625000000582,13.625625000000582,1
request:01JTQQDK4V8A208VTC09BEJ3JV ended,50.8930990000008,50.8930990000008,,50.8930990000008,50.8930990000008,1
request:01JTQQFQA9TGX7JZQHBTTZFT5A processing,11.225946999998996,11.225946999998996,,11.225946999998996,11.225946999998996,1
request:01JTQQFQA9TGX7JZQHBTTZFT5A ended,100.17025699999067,100.17025699999067,,100.17025699999067,100.17025699999067,1
llm.send:chat::3NXWA openai/gpt-4o,386.82356100002653,386.82356100002653,,386.82356100002653,386.82356100002653,1
request:01JTQQHJYRZ6CDXZSXQQB8P12D cancelled,20567.754686,20567.754686,,20567.754686,20567.754686,1
llm.send:chat::WQPWD openai/gpt-4o,1809.916120000009,1809.916120000009,,1809.916120000009,1809.916120000009,1
llm.send:chat::47E2B openai/gpt-4o,46000.517277000006,46000.517277000006,,46000.517277000006,46000.517277000006,1
llm.send:chat::DDCTB openai/gpt-4o,1390.4145750000025,1390.4145750000025,,1390.4145750000025,1390.4145750000025,1
request:01JTQQJ71GG4ZCQSW7EE2V5VBK cancelled,59201.951342000015,59201.951342000015,,59201.951342000015,59201.951342000015,1
llm.send:chat::R2Q4K openai/gpt-4o,293.16326599998865,293.16326599998865,,293.16326599998865,293.16326599998865,1
request:01JTQQM0VKFX181K6AJYSF6TKK cancelled,4824.480981000001,4824.480981000001,,4824.480981000001,4824.480981000001,1
request:01JTQQM5JE0K4FSX314TKBK5S1 processing,10.099635999999009,10.099635999999009,,10.099635999999009,10.099635999999009,1
request:01JTQQM5JE0K4FSX314TKBK5S1 ended,59.43158199999016,59.43158199999016,,59.43158199999016,59.43158199999016,1
llm.send:chat::6F2RF openai/gpt-4o,1086.5130109999445,1086.5130109999445,,1086.5130109999445,1086.5130109999445,1
request:01JTQQMEDF65RAV8C8MHK6P4JG processing,23.598379999981262,23.598379999981262,,23.598379999981262,23.598379999981262,1
request:01JTQQMEDF65RAV8C8MHK6P4JG ended,62.48726299998816,62.48726299998816,,62.48726299998816,62.48726299998816,1
llm.send:chat::Y0RVD openai/gpt-4o,316.10802200000035,316.10802200000035,,316.10802200000035,316.10802200000035,1
llm.send:chat::V4TN6 openai/gpt-4o,2410.0295819999883,2410.0295819999883,,2410.0295819999883,2410.0295819999883,1
llm.send:chat::ZK1MM openai/gpt-4o,1643.559712999966,1643.559712999966,,1643.559712999966,1643.559712999966,1
request:01JTQQMWM4PG6SYNEAJR9YP8SN cancelled,31802.953368999995,31802.953368999995,,31802.953368999995,31802.953368999995,1
llm.send:chat::RRXDV openai/gpt-4o,311.50910599995404,311.50910599995404,,311.50910599995404,311.50910599995404,1
request:01JTQQNVNZMQBXP4WB8PCZZ05C cancelled,4115.551353999996,4115.551353999996,,4115.551353999996,4115.551353999996,1
request:01JTQQNZPM826C16NP3W1N81SA processing,18.97143000003416,18.97143000003416,,18.97143000003416,18.97143000003416,1
request:01JTQQNZPM826C16NP3W1N81SA ended,63.49617700005183,63.49617700005183,,63.49617700005183,63.49617700005183,1
llm.send:chat::3W0CG openai/gpt-4o,1495.6702979999827,1495.6702979999827,,1495.6702979999827,1495.6702979999827,1
llm.send:chat::GCGKY openai/gpt-4o,2086.081115000008,2086.081115000008,,2086.081115000008,2086.081115000008,1
llm.send:chat::4V2CZ openai/gpt-4o,340.31976600002963,340.31976600002963,,340.31976600002963,340.31976600002963,1
llm.send:chat::SACH9 openai/gpt-4o,2834.7255270000314,2834.7255270000314,,2834.7255270000314,2834.7255270000314,1
llm.send:chat::68100 openai/gpt-4o,2936.8242640000535,2936.8242640000535,,2936.8242640000535,2936.8242640000535,1
request:01JTQQPPVAM1G378HC9B7D51NZ cancelled,22805.890714999987,22805.890714999987,,22805.890714999987,22805.890714999987,1
llm.send:chat::BR6N8 openai/gpt-4o,350.8035240000463,350.8035240000463,,350.8035240000463,350.8035240000463,1
request:01JTQQQD407VH2NMBCSY7YVYPN cancelled,3924.9544370000367,3924.9544370000367,,3924.9544370000367,3924.9544370000367,1
request:01JTQQQGYQKKJSEB8ADX3G7K16 processing,7.37347900000168,7.37347900000168,,7.37347900000168,7.37347900000168,1
request:01JTQQQGYQKKJSEB8ADX3G7K16 ended,60.60198599996511,60.60198599996511,,60.60198599996511,60.60198599996511,1
llm.send:chat::ZCM87 openai/gpt-4o,1963.407516999985,1963.407516999985,,1963.407516999985,1963.407516999985,1
llm.send:chat::9J8W7 openai/gpt-4o,1822.3668559999787,1822.3668559999787,,1822.3668559999787,1822.3668559999787,1
llm.send:chat::H9P8V openai/gpt-4o,354.54899099998875,354.54899099998875,,354.54899099998875,354.54899099998875,1
llm.send:chat::W52P7 openai/gpt-4o,2160.102806000039,2160.102806000039,,2160.102806000039,2160.102806000039,1
llm.send:chat::RGEF6 openai/gpt-4o,2686.5739259999827,2686.5739259999827,,2686.5739259999827,2686.5739259999827,1
request:01JTQQRWX58J7PAMFYRVD4J258 processing,15.378674000035971,15.378674000035971,,15.378674000035971,15.378674000035971,1
request:01JTQQRWX58J7PAMFYRVD4J258 ended,63.385857000015676,63.385857000015676,,63.385857000015676,63.385857000015676,1
llm.send:chat::JWWHE openai/gpt-4o,285.38848600001074,285.38848600001074,,285.38848600001074,285.38848600001074,1
request:01JTQQTBH8HJANADDW9880ZSGZ cancelled,41247.553943999985,41247.553943999985,,41247.553943999985,41247.553943999985,1
llm.send:chat::EG6Q0 openai/gpt-4o,425.5759400000097,425.5759400000097,,425.5759400000097,425.5759400000097,1
request:01JTQQVKT7ST6NQJMS0V9241KA cancelled,5629.095784000005,5629.095784000005,,5629.095784000005,5629.095784000005,1
request:01JTQQVSA6GWWXD5BC6H11W3VH processing,26.09337199991569,26.09337199991569,,26.09337199991569,26.09337199991569,1
request:01JTQQVSA6GWWXD5BC6H11W3VH ended,58.599900999921374,58.599900999921374,,58.599900999921374,58.599900999921374,1
llm.send:chat::05Z76 openai/gpt-4o,1259.2753439999651,1259.2753439999651,,1259.2753439999651,1259.2753439999651,1
llm.send:chat::AWM8R openai/gpt-4o,306.8943470000522,306.8943470000522,,306.8943470000522,306.8943470000522,1
request:01JTQQWHD5J64GKNRDMQCJF36J cancelled,6178.433221999905,6178.433221999905,,6178.433221999905,6178.433221999905,1
request:01JTQQWQE8KYH6HYT575R6G8Q8 processing,18.058820999925956,18.058820999925956,,18.058820999925956,18.058820999925956,1
request:01JTQQWQE8KYH6HYT575R6G8Q8 ended,76.91193199995905,76.91193199995905,,76.91193199995905,76.91193199995905,1
llm.send:chat::MJ86Z openai/gpt-4o,2738.3139850000152,2738.3139850000152,,2738.3139850000152,2738.3139850000152,1
llm.send:chat::2WXSJ openai/gpt-4o,1913.4024030000437,1913.4024030000437,,1913.4024030000437,1913.4024030000437,1
request:01JTQQZBQ66XQBT4KZG2WTZX4C cancelled,105.77539299998898,105.77539299998898,,105.77539299998898,105.77539299998898,1
llm.send:chat::E5ZS8 openai/gpt-4o,2850.863711999962,2850.863711999962,,2850.863711999962,2850.863711999962,1
request:01JTQQZBTGPR131Y9J9TEAM9KT cancelled,7171.11641300004,7171.11641300004,,7171.11641300004,7171.11641300004,1
request:01JTQQZJTNEJJY4JASZDRKFQBT processing,24.09351100004278,24.09351100004278,,24.09351100004278,24.09351100004278,1
llm.send:chat::4CVC8 openai/gpt-4o,1338.3425639999332,1338.3425639999332,,1338.3425639999332,1338.3425639999332,1
request:01JTQQZJTNEJJY4JASZDRKFQBT ended,1420.5001500000944,1420.5001500000944,,1420.5001500000944,1420.5001500000944,1
llm.send:chat::Y6562 openai/gpt-4o,2397.698082000017,2397.698082000017,,2397.698082000017,2397.698082000017,1
llm.send:chat::2XRWH openai/gpt-4o,340.189204000053,340.189204000053,,340.189204000053,340.189204000053,1
request:01JTQR1JZ4ETTMF4RHPD6N2ESM cancelled,4590.557693999959,4590.557693999959,,4590.557693999959,4590.557693999959,1
request:01JTQR1QEKGBGH544835EXSEZ8 processing,9.200394000043161,9.200394000043161,,9.200394000043161,9.200394000043161,1
request:01JTQR1QEKGBGH544835EXSEZ8 ended,807.1485109999776,807.1485109999776,,807.1485109999776,807.1485109999776,1
llm.send:chat::5WCVK openai/gpt-4o,1675.031828999985,1675.031828999985,,1675.031828999985,1675.031828999985,1
llm.send:chat::862KT openai/gpt-4o,4539.396135000046,4539.396135000046,,4539.396135000046,4539.396135000046,1
llm.send:chat::KG13E openai/gpt-4o,322.971298999968,322.971298999968,,322.971298999968,322.971298999968,1
request:01JTQR2YFNPF6HSW0CRADT1SSR cancelled,5589.291084000026,5589.291084000026,,5589.291084000026,5589.291084000026,1
request:01JTQR33YBTC32TFTX6M4ZVP2T processing,23.410004000063054,23.410004000063054,,23.410004000063054,23.410004000063054,1
request:01JTQR33YBTC32TFTX6M4ZVP2T ended,165.13030900002923,165.13030900002923,,165.13030900002923,165.13030900002923,1
llm.send:chat::VAET2 openai/gpt-4o,2342.5214869999327,2342.5214869999327,,2342.5214869999327,2342.5214869999327,1
llm.send:chat::BAJ26 openai/gpt-4o,2216.041421000031,2216.041421000031,,2216.041421000031,2216.041421000031,1
llm.send:chat::7W40D openai/gpt-4o,336.729021999985,336.729021999985,,336.729021999985,336.729021999985,1
request:01JTQR4NVM221RTJVMCJ7T7RKD cancelled,4261.34180699999,4261.34180699999,,4261.34180699999,4261.34180699999,1
request:01JTQR4T0THKKEQCHTYD8E5MWM processing,21.707355000078678,21.707355000078678,,21.707355000078678,21.707355000078678,1
request:01JTQR4T0THKKEQCHTYD8E5MWM ended,150.61972600000445,150.61972600000445,,150.61972600000445,150.61972600000445,1
llm.send:chat::VT158 openai/gpt-4o,1931.431532000075,1931.431532000075,,1931.431532000075,1931.431532000075,1
llm.send:chat::99E3N openai/gpt-4o,1611.504866000032,1611.504866000032,,1611.504866000032,1611.504866000032,1
llm.send:chat::8D90N openai/gpt-4o,335.57528099999763,335.57528099999763,,335.57528099999763,335.57528099999763,1
request:01JTQR6PV2XDPX22SE74QPMMQT cancelled,4361.503032000037,4361.503032000037,,4361.503032000037,4361.503032000037,1
request:01JTQR6V3C01GC5PFSHJWAA7RR processing,6.842065999982879,6.842065999982879,,6.842065999982879,6.842065999982879,1
request:01JTQR6V3C01GC5PFSHJWAA7RR ended,67.84494999994058,67.84494999994058,,67.84494999994058,67.84494999994058,1
llm.send:chat::GCJH0 openai/gpt-4o,2086.104052999988,2086.104052999988,,2086.104052999988,2086.104052999988,1
llm.send:chat::VGTT1 openai/gpt-4o,1623.6807249999838,1623.6807249999838,,1623.6807249999838,1623.6807249999838,1
llm.send:chat::VWMTE openai/gpt-4o,925.6340840000194,925.6340840000194,,925.6340840000194,925.6340840000194,1
request:01JTQRAFP0FCPX81XQ2J6M386A cancelled,5988.200754999998,5988.200754999998,,5988.200754999998,5988.200754999998,1
request:01JTQRANH5TK6FFY6HJSHCZCP8 processing,7.820524000097066,7.820524000097066,,7.820524000097066,7.820524000097066,1
request:01JTQRANH5TK6FFY6HJSHCZCP8 ended,51.77312000002712,51.77312000002712,,51.77312000002712,51.77312000002712,1
request:01JTQRAP1QBA8PYGKHQ0ST5V5R processing,21.294130000052974,21.294130000052974,,21.294130000052974,21.294130000052974,1
llm.send:chat::1NJC5 openai/gpt-4o,2341.425580000039,2341.425580000039,,2341.425580000039,2341.425580000039,1
request:01JTQRAP1QBA8PYGKHQ0ST5V5R ended,447.7921470000874,447.7921470000874,,447.7921470000874,447.7921470000874,1
llm.send:chat::EE4XA openai/gpt-4o,2441.084261999931,2441.084261999931,,2441.084261999931,2441.084261999931,1
llm.send:chat::77N5T openai/gpt-4o,337.8899499999825,337.8899499999825,,337.8899499999825,337.8899499999825,1
llm.send:chat::M17VS openai/gpt-4o,2175.1306010000408,2175.1306010000408,,2175.1306010000408,2175.1306010000408,1
request:01JTQRBG8NM064FAT20H696FN7 cancelled,128106.92732099991,128106.92732099991,,128106.92732099991,128106.92732099991,1
llm.send:chat::5J57J openai/gpt-4o,380.485559000168,380.485559000168,,380.485559000168,380.485559000168,1
request:01JTQRRQDC0MWGHQ481SDC635G processing,9.14261500001885,9.14261500001885,,9.14261500001885,9.14261500001885,1
